Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
1606,TCHR,NULL,NULL,NULL,NULL,0.0010666666666666665,0.0,6.4,1,NULL,NULL,NULL
1608,ANY24,NULL,NULL,NULL,NULL,11.449200000000001,0.0,64.0,5,NULL,NULL,NULL
1608,ANY120,NULL,NULL,NULL,NULL,17.8591,0.0,64.0,5,NULL,NULL,NULL
1608,TOT_MORT,NULL,NULL,NULL,NULL,12.3581,0.0,64.0,5,NULL,NULL,NULL
1608,ANY_MORT,logistic,40.081,31.474,73.132,9.101,0.0,64.0,4,0,0,1
1608,BRN_,NULL,NULL,NULL,NULL,1.022068817204301,0.0,64.0,5,NULL,NULL,NULL
1608,CRAN,NULL,NULL,NULL,NULL,1.022068817204301,0.0,64.0,5,NULL,NULL,NULL
1608,EDEM,NULL,NULL,NULL,NULL,1.022068817204301,0.0,64.0,5,NULL,NULL,NULL
1608,LTKR,NULL,NULL,NULL,NULL,3.9147408172043012,0.0,64.0,1,NULL,NULL,NULL
1608,MUSC,NULL,NULL,NULL,NULL,1.0219354838709678,0.0,64.0,1,NULL,NULL,NULL
1608,SKIN,NULL,NULL,NULL,NULL,1.0219354838709678,0.0,64.0,1,NULL,NULL,NULL
1608,TCHR,NULL,NULL,NULL,NULL,1.0219354838709678,0.0,64.0,1,NULL,NULL,NULL
1627,ANY24,NULL,NULL,NULL,NULL,12.869000000000002,0.0,64.0,5,NULL,NULL,NULL
1627,ANY120,NULL,NULL,NULL,NULL,14.97,0.0,64.0,5,NULL,NULL,NULL
1627,TOT_MORT,NULL,NULL,NULL,NULL,10.9799,0.0,64.0,5,NULL,NULL,NULL
1627,ANY_MORT,NULL,NULL,NULL,NULL,5.890000000000001,0.0,64.0,1,NULL,NULL,NULL
1627,BRN_,NULL,NULL,NULL,NULL,2.4220190476190475,0.0,64.0,5,NULL,NULL,NULL
1627,CRAN,NULL,NULL,NULL,NULL,2.4220190476190475,0.0,64.0,5,NULL,NULL,NULL
1627,EDEM,NULL,NULL,NULL,NULL,3.5648761904761908,0.0,64.0,5,NULL,NULL,NULL
1627,LTKR,NULL,NULL,NULL,NULL,1.1548190476190476,0.0,64.0,5,NULL,NULL,NULL
1627,MUSC,NULL,NULL,NULL,NULL,1.1548190476190476,0.0,64.0,5,NULL,NULL,NULL
1627,SKIN,NULL,NULL,NULL,NULL,1.1548190476190476,0.0,64.0,5,NULL,NULL,NULL
1627,TCHR,NULL,NULL,NULL,NULL,1.154704761904762,0.0,64.0,5,NULL,NULL,NULL
163,ANY24,quantal_linear,62.551,NULL,411.512,6.68,0.0,64.0,3,0,0,1
163,ANY120,NULL,NULL,NULL,NULL,9.6602,0.0,64.0,5,NULL,NULL,NULL
163,TOT_MORT,NULL,NULL,NULL,NULL,7.6702,0.0,64.0,5,NULL,NULL,NULL
163,ANY_MORT,NULL,NULL,NULL,NULL,1.99,0.0,64.0,1,NULL,NULL,NULL
163,BRN_,NULL,NULL,NULL,NULL,2.263225806451613,0.0,64.0,1,NULL,NULL,NULL
163,CRAN,NULL,NULL,NULL,NULL,2.263225806451613,0.0,64.0,1,NULL,NULL,NULL
163,EDEM,NULL,NULL,NULL,NULL,2.263225806451613,0.0,64.0,1,NULL,NULL,NULL
163,LTKR,NULL,NULL,NULL,NULL,1.0285714285714285,0.0,64.0,1,NULL,NULL,NULL
163,MUSC,NULL,NULL,NULL,NULL,2.263225806451613,0.0,64.0,1,NULL,NULL,NULL
163,SKIN,NULL,NULL,NULL,NULL,1.0285714285714285,0.0,64.0,1,NULL,NULL,NULL
163,TCHR,NULL,NULL,NULL,NULL,1.1307649769585253,0.0,64.0,1,NULL,NULL,NULL
1631,ANY24,NULL,NULL,NULL,NULL,3.0989000000000004,0.0,64.0,1,NULL,NULL,NULL
